CustomerID	I	Iu	Imax	AvgRevenueMonth	AvgCostsMonth	AvgSessionsMonth	Eweekday	Eproduct
12346.0	74215	1	74215	77183.6	77183.6	1.0	0.0	0.0
12347.0	2458	103	676	718.3333333333335	0.0	1.1666666666666667	1.4488156357251847	6.015600552537079
12348.0	2341	22	1254	449.31	0.0	1.0	2.0	4.233442141928401
12349.0	631	73	631	1757.5500000000002	0.0	1.0	0.0	5.802214533605059
12350.0	197	17	197	334.40000000000003	0.0	1.0	0.0	3.9772685398471963
12352.0	536	59	127	626.5100000000001	480.31500000000005	2.0	2.25	5.567351929866968
12353.0	20	4	20	89.0	0.0	1.0	0.0	1.8464393446710154
12354.0	530	58	530	1079.3999999999999	0.0	1.0	0.0	5.291649207273696
12355.0	240	13	240	459.4	0.0	1.0	0.0	2.6540275295349125
12356.0	1591	53	1216	937.1433333333333	0.0	1.0	0.9182958340544896	5.26852285223683
12357.0	2708	131	2708	6207.67	0.0	1.0	0.0	6.683496899846911
12358.0	248	13	148	584.03	0.0	1.0	1.0	3.2377275591655623
12359.0	1622	214	657	1593.145	63.525	1.0	1.5	7.34242076951889
12360.0	1165	105	491	887.3533333333334	0.0	1.0	1.584962500721156	6.527660190327544
12361.0	91	10	91	189.89999999999998	0.0	1.0	0.0	3.1808101029471545
12362.0	2229	201	340	746.6042857142857	23.883333333333336	1.4285714285714286	2.3219280948873626	7.1947121341981095
12363.0	408	23	282	276.0	0.0	1.0	1.0	4.294450892667902
12364.0	1506	70	555	328.27500000000003	0.0	1.0	2.0	5.694516756253929
12365.0	174	22	173	641.3799999999999	320.69	2.0	0.0	4.262896461172595
12367.0	173	11	173	168.89999999999998	0.0	1.0	0.0	2.8583045555643736
12370.0	2353	143	1005	1772.8449999999998	0.0	2.0	2.0	5.98372104446302
12371.0	591	63	582	943.98	0.0	1.0	1.0	5.744383665301831
12372.0	794	34	368	432.68000000000006	0.0	1.0	1.584962500721156	4.7745651984836215
12373.0	197	14	197	364.6	0.0	1.0	0.0	3.580853747225035
12374.0	342	33	342	742.93	0.0	1.0	0.0	4.766391989540341
12375.0	178	14	91	228.75	2.08	1.0	1.0	3.467258738932814
12377.0	944	72	604	814.06	0.0	1.0	1.0	5.831609408902529
12378.0	2529	219	2529	4008.62	0.0	1.0	0.0	7.094868597342474
12379.0	407	39	211	426.12	1.95	1.0	1.0	5.073180239542828
12380.0	1127	77	315	681.2025000000001	4.25	1.0	1.5	5.901499069866368
12381.0	808	70	568	461.3275000000001	41.35	1.25	0.9709505944546686	5.798043252777696
12383.0	1532	84	754	370.112	11.25	1.0	2.321928094887362	5.715909817281829
12384.0	126	26	64	292.63500000000005	19.11	1.0	1.0	4.406433324558805
12386.0	354	10	214	200.95	0.0	1.0	1.0	2.643760409220211
12388.0	1462	57	478	695.1650000000001	0.0	1.5	1.9182958340544893	5.431634106833803
12390.0	353	32	353	549.84	0.0	1.0	0.0	4.517556463347897
12391.0	300	92	300	460.89	0.0	1.0	0.0	5.481095842037177
12393.0	816	47	294	395.65000000000003	0.0	1.0	2.0	5.221896618520866
12394.0	819	26	637	636.24	0.0	1.0	0.0	3.1589212619627998
12395.0	2118	91	528	335.40333333333336	6.783333333333334	1.3333333333333333	2.188721875540867	5.650921355968316
12397.0	1263	110	704	1204.9500000000003	0.0	1.0	1.0	6.46367832119182
12398.0	1394	85	1394	1635.6599999999999	0.0	1.0	0.0	6.206829672582271
12399.0	1178	47	494	277.1625	0.0	1.0	1.5	5.127683752037772
12401.0	11	5	11	84.3	0.0	1.0	0.0	2.1180782093497093
12402.0	94	11	94	225.6	0.0	1.0	0.0	3.3560268327983107
12403.0	96	5	96	427.7	18.0	1.0	0.0	1.7587574414165545
12405.0	857	54	857	1710.3900000000003	0.0	1.0	0.0	5.326812817353378
12406.0	1818	92	1025	1707.65	134.55	1.0	1.0	6.23219617588821
12407.0	1416	57	522	341.6239999999999	0.0	1.0	2.321928094887362	4.818167692565549
12408.0	1409	81	378	722.1375	15.326666666666668	1.25	1.9219280948873623	5.8514747239951355
12409.0	5551	91	3142	5536.335	7.87	1.5	0.9182958340544896	6.116178267588563
12410.0	211	26	203	693.3299999999999	12.25	2.0	0.0	4.230396048291808
12412.0	829	43	358	408.96000000000004	0.0	1.0	0.9182958340544896	5.107218600483756
12413.0	286	29	180	379.05	31.975	1.5	0.9182958340544896	4.508754967249671
12414.0	300	16	145	187.47	0.0	1.0	1.584962500721156	3.627124356412544
12415.0	77670	444	15049	13939.405555555555	297.27	2.3333333333333335	2.2797208524644614	8.158523514131485
12417.0	1552	158	344	456.13750000000005	35.15	1.125	2.113283334294875	6.67242564743812
12418.0	407	34	407	668.58	0.0	1.0	0.0	4.621754192240367
12420.0	345	29	345	600.3900000000001	0.0	1.0	0.0	3.8681946525002555
12421.0	484	32	158	201.76000000000002	0.77	1.0	2.0	4.548452963806229
12422.0	370	39	175	267.8533333333333	0.0	1.0	1.584962500721156	5.156381238316692
12423.0	1339	97	248	232.41375	10.2	1.0	1.5487949406953985	6.315459408778212
12424.0	740	30	532	1760.9599999999996	0.0	2.0	0.0	4.280158652376663
12425.0	496	36	496	777.1999999999999	0.0	1.0	0.0	4.729240194440844
12426.0	258	30	258	582.73	0.0	1.0	0.0	4.636622465344348
12427.0	533	26	340	275.26666666666665	58.715	1.0	0.9182958340544896	3.0300317133628325
12428.0	3536	258	1273	1989.115	26.42	2.25	2.2810361125534233	7.6072571724781515
12429.0	1557	82	512	937.6	0.0	1.0	2.0	5.879036989315054
12430.0	117	11	117	256.4	0.0	1.0	0.0	3.2450963429233104
12431.0	2918	163	374	649.993	23.686666666666667	1.5	2.256564762130954	5.865503929378943
12432.0	1801	107	1090	2529.6599999999994	0.0	2.5	1.5219280948873621	6.233012519978823
12433.0	11071	219	2299	2675.174	0.0	1.4	2.2359263506290326	6.898288787551415
12434.0	394	46	317	403.07	20.474999999999998	1.0	1.0	5.258802946039425
12435.0	2055	31	1176	3914.9450000000006	0.0	1.0	1.0	4.521800875934886
12436.0	211	16	211	509.01000000000005	0.0	1.0	0.0	3.7587228564781974
12437.0	2923	119	567	552.7059999999999	54.75	1.8	1.4355205042826666	6.106946759812831
12438.0	1180	84	594	1453.4250000000002	0.0	1.0	0.0	6.088062505448047
12441.0	121	11	121	173.55	0.0	1.0	0.0	3.010123528733249
12442.0	182	12	182	172.06	0.0	1.0	0.0	3.335538844281836
12444.0	1155	138	582	1005.0720000000001	0.0	1.0	1.9219280948873623	6.778221128051607
12445.0	62	4	62	133.4	0.0	1.0	0.0	1.6784261483986596
12446.0	352	58	352	1002.3100000000001	0.0	1.0	0.0	5.636287993604441
12447.0	190	26	190	476.49	0.0	1.0	0.0	4.534939492624178
12448.0	243	22	243	449.4500000000001	0.0	1.0	0.0	4.150816799453639
12449.0	1553	118	524	1016.8225000000001	0.0	1.0	1.5	6.584663935295984
12450.0	128	7	64	197.88	0.0	2.0	1.0	2.470157151992294
12451.0	6575	265	2334	3011.84	102.0	1.6666666666666667	1.9219280948873623	7.484598432535104
12452.0	185	21	183	430.57	2.0	2.0	0.0	4.118468220049018
12453.0	473	43	473	707.0899999999999	0.0	1.0	0.0	5.140005563485628
12454.0	1006	15	1006	3528.34	3528.3399999999997	1.0	0.0	3.283749908186612
12455.0	2089	85	1522	493.37199999999996	0.0	1.2	2.2516291673878226	5.597519140656821
12456.0	1633	105	628	1060.3466666666666	27.15	1.0	0.9182958340544896	6.2304368388512845
12457.0	844	53	376	1185.44	148.48333333333332	3.5	2.2359263506290326	4.8367685578046835
12458.0	506	35	270	473.7	0.0	1.0	1.0	4.627734344427211
12461.0	287	35	282	413.44	0.0	1.0	1.0	4.934175492541932
12462.0	536	51	287	594.7950000000001	32.79	1.0	1.0	5.186573718099336
12463.0	776	65	220	336.19500000000005	13.716666666666667	1.0	2.0	5.746340559264087
12464.0	112	6	21	202.00833333333333	0.0	1.3333333333333333	1.9056390622295665	2.4074287054452914
12465.0	479	46	294	371.095	8.299999999999999	1.0	1.0	5.222946159393277
12468.0	366	36	239	364.77	5.5	1.0	1.0	4.873909677014036
12471.0	8212	150	1075	1802.1863636363635	90.26083333333331	2.727272727272727	2.2266781970562954	6.337716195962053
12472.0	4148	219	972	1095.3516666666667	68.526	1.1666666666666667	1.8423709931771088	7.3430829108145454
12473.0	2439	140	1557	1312.8500000000001	363.44000000000005	1.6666666666666667	1.9219280948873623	6.751733161812574
12474.0	4847	253	554	819.5322222222222	28.813333333333333	2.0	2.4613201402110088	7.478492236102901
12475.0	535	36	535	723.3799999999999	0.0	1.0	0.0	4.482403682388217
12476.0	2408	177	628	757.38	33.73	1.2222222222222223	1.867633890971212	6.894387596764803
12477.0	3653	191	1151	2643.9480000000003	34.24333333333333	1.2	1.9182958340544893	6.9795297182775045
12478.0	236	36	236	680.9900000000001	0.0	1.0	0.0	4.956280765871722
12479.0	385	31	385	527.2	24.95	1.0	0.0	4.727202428786789
12480.0	1707	129	611	1093.8766666666666	0.0	1.3333333333333333	1.5	6.3773134916916385
12481.0	3304	150	790	799.4742857142857	5.46	1.4285714285714286	2.0464393446710156	6.8125935981119685
12483.0	1110	46	293	414.16333333333336	39.4625	1.3333333333333333	2.1556390622295662	5.115241435344974
12484.0	2191	256	800	1135.4299999999998	23.225	1.5	2.2516291673878226	7.330253284893097
12488.0	529	46	270	432.88666666666677	0.0	1.0	1.584962500721156	5.101475765973136
12489.0	105	15	105	334.92999999999995	0.0	1.0	0.0	3.505566588414746
12490.0	3064	131	650	677.24125	0.0	1.25	2.446439344671015	6.556234804093628
12491.0	260	25	260	460.40000000000003	0.0	1.0	0.0	3.73816610937281
12492.0	192	19	123	131.605	0.0	1.0	1.0	4.011969379659706
12493.0	207	20	119	216.87	16.95	1.0	1.0	3.948914648884099
12494.0	707	63	209	178.0142857142857	26.6875	1.0	1.5566567074628228	5.754779268075181
12497.0	1236	14	1236	1043.1	0.0	1.0	0.0	3.632069401454965
12498.0	159	21	81	201.85	0.0	1.5	0.9182958340544896	4.189446256258722
12500.0	2678	34	577	709.6366666666668	25.775	1.8333333333333333	1.867633890971212	3.245931419977339
12501.0	1783	149	1783	2169.3900000000003	79.71000000000001	1.0	0.0	6.845419949726488
12502.0	820	102	234	930.9675	0.0	1.25	1.9219280948873623	6.100472335706992
12504.0	90	6	87	241.02499999999998	368.04999999999995	1.0	1.0	2.3901838013932126
12506.0	23	23	23	73.50000000000001	0.0	1.0	0.0	4.523561956057013
12507.0	905	19	675	675.78	46.75	1.5	0.9182958340544896	3.481525915284668
12508.0	272	57	203	199.135	0.0	1.0	1.0	5.568541347030399
12509.0	55	7	55	176.5	0.0	1.0	0.0	2.61597053635433
12510.0	353	29	294	491.28499999999997	0.0	1.0	1.0	4.534871314013485
12512.0	99	31	95	138.03	0.0	2.0	0.0	3.9079453344551642
12513.0	462	35	462	612.2900000000001	25.5	1.0	0.0	4.951536453682927
12514.0	440	51	440	1017.6800000000001	0.0	1.0	0.0	5.533038798713095
12515.0	131	16	131	383.70000000000005	0.0	1.0	0.0	3.497430252719186
12516.0	875	20	530	656.03	0.0	1.0	1.0	3.9447851277351123
12517.0	1371	232	421	625.71	37.949999999999996	1.25	1.5219280948873621	7.4619825285172015
12518.0	1318	84	324	514.2225	0.0	1.25	1.9219280948873623	6.095006005860453
12519.0	183	17	183	340.84000000000003	0.0	1.0	0.0	3.881877501639179
12520.0	1439	121	618	526.8520000000001	51.75	1.0	1.5219280948873621	6.633002008630731
12521.0	309	38	309	599.68	0.0	1.0	0.0	5.065003145436247
